Test name,P2/Pintos group ID (anonymized),Log file name,Bug found?,Timed out?,Bug time (wall=CPU) (usecs),# interleavings,Elapsed time in completed state space,Estimated progress (weighted backtrack estimator),ETA (recursive estimator (note: may disagree with weighted backtrack estimator)),Bug trace filename
rwlock_downgrade_read_test,nitrogen,ls-id-log-20160509232156.log.ecQxpt.gz,0,0,,5124,24m 12s,,,
rwlock_downgrade_read_test,osmium,ls-id-log-20160511094801.log.hOgJNs.gz,0,1,,,,0.63%,10y 198d 1h 49m 42s,
rwlock_downgrade_read_test,oxygen,ls-id-log-20160512230423.log.UkcBEM.gz,0,1,,,,1.52%,28d 3h 28m 18s,
rwlock_downgrade_read_test,palladium,ls-id-log-20160511050757.log.xzitAL.gz,0,1,,,,1.16%,44d 18h 47m 51s,
rwlock_downgrade_read_test,phosphorus,ls-id-log-20160510203117.log.i6xzNT.gz,0,1,,,,0.09%,1y 134d 4h 36m 19s,
rwlock_downgrade_read_test,platinum,ls-id-log-20160510203121.log.Y7fTmk.gz,0,1,,,,3.33%,67d 21h 30m 48s,
rwlock_downgrade_read_test,potassium,ls-id-log-20160511063123.log.C8oplr.gz,0,1,,,,0.00%,1248242y 107d 4h 12m 24s,
rwlock_downgrade_read_test,praseodymium,ls-id-log-20160510020512.log.9gsbKD.gz,1,0,18480865,2,,,,landslide-trace-1462860323.08.html
rwlock_downgrade_read_test,promethium,ls-id-log-20160517034817.log.9L8C04.gz,0,1,,,,4.51%,12d 19h 56m 28s,
rwlock_downgrade_read_test,rhenium,ls-id-log-20160509232315.log.UvpMcF.gz,0,0,,80,54s,,,
rwlock_downgrade_read_test,rhodium,ls-id-log-20160510020455.log.SUWS80.gz,0,0,,7560,43m 49s,,,
rwlock_downgrade_read_test,rubidium,ls-id-log-20160510063513.log.TQLI4j.gz,0,0,,6516,27m 28s,,,
rwlock_downgrade_read_test,ruthenium,ls-id-log-20160510094332.log.r8T0dd.gz,1,0,19426130,10,,,,landslide-trace-1462887822.19.html
rwlock_downgrade_read_test,samarium,ls-id-log-20160510020454.log.zPRdUh.gz,1,0,853314775,3449,,,,landslide-trace-1462860307.76.html
rwlock_downgrade_read_test,scandium,ls-id-log-20160510020450.log.DSVrmX.gz,1,0,159715697,431,,,,landslide-trace-1462860303.52.html
rwlock_downgrade_read_test,selenium,ls-id-log-20160510012455.log.b3jqJi.gz,1,0,32817934,25,,,,landslide-trace-1462857909.59.html
rwlock_downgrade_read_test,silicon,ls-id-log-20160510020449.log.lSuEqH.gz,1,0,2903342181,9112,,,,landslide-trace-1462860302.13.html
rwlock_downgrade_read_test,silver,ls-id-log-20160517034824.log.uGyno4.gz,0,0,,35354,3h 18m 6s,,,
rwlock_downgrade_read_test,sodium,ls-id-log-20160510203011.log.b3PZLZ.gz,0,1,,,,20.60%,1d 19h 49m 26s,
rwlock_downgrade_read_test,strontium,ls-id-log-20160511095434.log.0aPo1A.gz,0,1,,,,1.40%,99d 16h 58m 12s,
rwlock_downgrade_read_test,sulfur,ls-id-log-20160511063050.log.XWLOZm.gz,0,1,,,,0.46%,150d 12h 21m 59s,
rwlock_downgrade_read_test,tantalum,ls-id-log-20160510203021.log.tVaKuM.gz,0,1,,,,0.00%,444098196y 245d 14h 22m 42s,
rwlock_downgrade_read_test,technetium,ls-id-log-20160517034812.log.SYAP5F.gz,1,0,3245007238,12697,,,,landslide-trace-1463471302.38.html
rwlock_downgrade_read_test,tellurium,ls-id-log-20160510043703.log.RMwEiT.gz,1,0,215798576,758,,,,landslide-trace-1462869434.32.html
rwlock_downgrade_read_test,terbium,ls-id-log-20160511062951.log.8yhYZU.gz,0,0,,64659,6h 47m 17s,,,
rwlock_downgrade_read_test,thulium,ls-id-log-20160511163103.log.LPQLxJ.gz,0,1,,,,32.37%,18d 15h 25m 21s,
rwlock_downgrade_read_test,tin,ls-id-log-20160511163507.log.iKY7MH.gz,0,1,,,,13.53%,187d 6h 57m 54s,
rwlock_downgrade_read_test,titanium,ls-id-log-20160510202858.log.cETpZx.gz,0,1,,,,1.96%,17d 6h 38m 17s,
rwlock_downgrade_read_test,tungsten,ls-id-log-20160511163052.log.oO1Egj.gz,0,1,,,,6.00%,47d 13h 36m 5s,
rwlock_downgrade_read_test,vanadium,ls-id-log-20160510203015.log.4kQYPp.gz,0,1,,,,4.13%,12d 22h 7m 5s,
rwlock_downgrade_read_test,xenon,ls-id-log-20160511163103.log.jFpyFp.gz,0,1,,,,0.20%,2y 3d 12h 28m 34s,
rwlock_downgrade_read_test,ytterbium,ls-id-log-20160510063711.log.LGK4RE.gz,0,0,,878,5m 4s,,,
rwlock_downgrade_read_test,yttrium,ls-id-log-20160510202947.log.K3dp5o.gz,0,1,,,,0.47%,147d 18h 13m 57s,
rwlock_downgrade_read_test,zinc,ls-id-log-20160510020755.log.t3zQ6Y.gz,1,0,79876177,146,,,,landslide-trace-1462860485.96.html
rwlock_downgrade_read_test,zirconium,ls-id-log-20160509232313.log.loFyUH.gz,1,0,42386283,22,,,,landslide-trace-1462850608.88.html
thr_exit_join,aluminum,ls-id-log-20160510024131.log.FWqvuq.gz,0,0,,171,57s,,,
thr_exit_join,antimony,ls-id-log-20160509232435.log.pzdkWy.gz,0,0,,105,1m 22s,,,
thr_exit_join,argon,ls-id-log-20160510012110.log.SC7R0q.gz,0,0,,211,1m 49s,,,
thr_exit_join,arsenic,ls-id-log-20160509232304.log.I2aaSV.gz,1,0,112091485,127,,,,landslide-trace-1462850597.69.html
thr_exit_join,barium,ls-id-log-20160509232316.log.9jC8Sf.gz,0,0,,5,12s,,,
thr_exit_join,beryllium,ls-id-log-20160510203014.log.nBeQIc.gz,0,0,,255,2m 32s,,,
thr_exit_join,boron,ls-id-log-20160510043713.log.enheYB.gz,0,0,,120,35s,,,
thr_exit_join,bromine,ls-id-log-20160510020658.log.w23oXG.gz,0,0,,2268,10m 38s,,,
thr_exit_join,cadmium,ls-id-log-20160510020505.log.UwSsJx.gz,0,0,,1028,6m 54s,,,
thr_exit_join,caesium,ls-id-log-20160510035131.log.O1yp8R.gz,1,0,42618348,85,,,,landslide-trace-1462866703.5.html
thr_exit_join,calcium,ls-id-log-20160509234221.log.C4Jqyk.gz,1,0,19853435,4,,,,landslide-trace-1462851752.47.html
thr_exit_join,carbon,ls-id-log-20160509232254.log.FYZChO.gz,1,0,189431588,601,,,,landslide-trace-1462850584.0.html
thr_exit_join,cerium,ls-id-log-20160510020944.log.TO0kaG.gz,0,0,,20,11s,,,
thr_exit_join,chlorine,ls-id-log-20160510020502.log.3EqiCK.gz,0,0,,1341,6m 35s,,,
thr_exit_join,chromium,ls-id-log-20160510043718.log.IBXhEc.gz,0,0,,2199,11m 52s,,,
thr_exit_join,cobalt,ls-id-log-20160509232319.log.wSdy26.gz,0,0,,6040,44m 0s,,,
thr_exit_join,copper,ls-id-log-20160509232317.log.gp8tVS.gz,1,0,50507225,32,,,,landslide-trace-1462850612.81.html
thr_exit_join,dysprosium,ls-id-log-20160509232625.log.tzo9dG.gz,0,0,,30,13s,,,
thr_exit_join,erbium,ls-id-log-20160510044744.log.BefoAJ.gz,0,0,,309,1m 18s,,,
thr_exit_join,europium,ls-id-log-20160511163124.log.DI7F1j.gz,0,1,,,,3.75%,184d 1h 6m 7s,
thr_exit_join,fluorine,ls-id-log-20160510202909.log.ClrCMZ.gz,0,0,,33892,3h 23m 38s,,,
thr_exit_join,gadolinium,ls-id-log-20160510094208.log.I0UuBR.gz,0,0,,5409,24m 29s,,,
thr_exit_join,gallium,ls-id-log-20160511163226.log.GnpFTQ.gz,0,1,,,,2.05%,94d 2h 11m 39s,
thr_exit_join,germanium,ls-id-log-20160509234405.log.KmUXHS.gz,0,0,,12,20s,,,
thr_exit_join,gold,ls-id-log-20160517034807.log.orq8KD.gz,0,0,,3499,14m 15s,,,
thr_exit_join,hafnium,ls-id-log-20160510020056.log.hkrIGI.gz,0,0,,135,1m 13s,,,
thr_exit_join,helium,ls-id-log-20160510070946.log.87Q0s4.gz,0,0,,28,35s,,,
thr_exit_join,holmium,ls-id-log-20160510094156.log.Sk0IHP.gz,0,0,,585,5m 21s,,,
thr_exit_join,hydrogen,ls-id-log-20160510071343.log.WVeBcM.gz,0,0,,49,19s,,,
thr_exit_join,indium,ls-id-log-20160510043918.log.5qBbyl.gz,1,0,84372030,3,,,,landslide-trace-1462869573.97.html
thr_exit_join,iodine,ls-id-log-20160510002111.log.26IstJ.gz,0,0,,7120,35m 10s,,,
thr_exit_join,iridium,ls-id-log-20160510094414.log.985uyi.gz,0,0,,620,4m 29s,,,
thr_exit_join,iron,ls-id-log-20160509232710.log.PaDjzg.gz,0,0,,13,12s,,,
thr_exit_join,kyrpton,ls-id-log-20160510011940.log.6unDNM.gz,0,0,,108,38s,,,
thr_exit_join,lanthanum,ls-id-log-20160511163059.log.GYJrGq.gz,0,1,,,,50.00%,10h 4m 37s,
thr_exit_join,lithium,ls-id-log-20160511063120.log.VPIMLL.gz,0,1,,,,2.80%,18d 4h 15m 21s,
thr_exit_join,lutetium,ls-id-log-20160510043735.log.cUPZ1t.gz,0,0,,170,1m 19s,,,
thr_exit_join,magnesium,ls-id-log-20160510012553.log.jkyDGl.gz,0,0,,125,55s,,,
thr_exit_join,manganese,ls-id-log-20160509232254.log.xeCTeF.gz,0,0,,7,10s,,,
thr_exit_join,molybdenum,ls-id-log-20160510043731.log.rvBhJX.gz,0,0,,630,4m 23s,,,
thr_exit_join,neodymium,ls-id-log-20160510043722.log.3BBQjI.gz,0,0,,1203,9m 31s,,,
thr_exit_join,neon,ls-id-log-20160511062000.log.AkmYAc.gz,0,0,,91803,6h 34m 21s,,,
thr_exit_join,nickel,ls-id-log-20160511063023.log.DhuRrQ.gz,0,1,,,,22.87%,1d 15h 23m 5s,
thr_exit_join,niobium,ls-id-log-20160510094159.log.TGZuAP.gz,0,0,,212,55s,,,
thr_exit_join,nitrogen,ls-id-log-20160509232257.log.Nfh3xM.gz,0,0,,290,2m 42s,,,
thr_exit_join,osmium,ls-id-log-20160510043717.log.VqLeqq.gz,1,0,21189649,2,,,,landslide-trace-1462869450.08.html
thr_exit_join,oxygen,ls-id-log-20160510020509.log.XKW6Im.gz,0,0,,23202,2h 20m 43s,,,
thr_exit_join,palladium,ls-id-log-20160510043711.log.LYDXHF.gz,0,0,,879,7m 21s,,,
thr_exit_join,phosphorus,ls-id-log-20160509235607.log.U1d0Gi.gz,0,0,,2142,25m 19s,,,
thr_exit_join,platinum,ls-id-log-20160512230417.log.4W4Ct7.gz,0,1,,,,17.15%,2d 5h 47m 6s,
thr_exit_join,potassium,ls-id-log-20160512230415.log.iF4L2g.gz,0,1,,,,0.00%,164y 33d 12h 11m 7s,
thr_exit_join,praseodymium,ls-id-log-20160510035503.log.089WXJ.gz,0,0,,297,1m 21s,,,
thr_exit_join,promethium,ls-id-log-20160510020503.log.QxGFGp.gz,0,0,,1776,12m 35s,,,
thr_exit_join,rhenium,ls-id-log-20160509234530.log.RfJP1g.gz,0,0,,6,8s,,,
thr_exit_join,rhodium,ls-id-log-20160509234756.log.5yCUz8.gz,0,0,,6,10s,,,
thr_exit_join,rubidium,ls-id-log-20160510043711.log.TZ4wHC.gz,0,0,,20,18s,,,
thr_exit_join,ruthenium,ls-id-log-20160509232517.log.s0v7i5.gz,1,0,21460455,10,,,,landslide-trace-1462850728.16.html
thr_exit_join,samarium,ls-id-log-20160510094420.log.5HltqO.gz,0,0,,145,40s,,,
thr_exit_join,scandium,ls-id-log-20160510051421.log.m0OP70.gz,1,0,40580124,32,,,,landslide-trace-1462871674.17.html
thr_exit_join,selenium,ls-id-log-20160510005722.log.4D8vmT.gz,1,0,29252263,19,,,,landslide-trace-1462856256.18.html
thr_exit_join,silicon,ls-id-log-20160510070934.log.rDp5iG.gz,0,0,,7215,31m 24s,,,
thr_exit_join,silver,ls-id-log-20160510015142.log.tBPmgp.gz,0,0,,173,3m 9s,,,
thr_exit_join,sodium,ls-id-log-20160509232414.log.Pw4DKq.gz,0,0,,4320,23m 36s,,,
thr_exit_join,strontium,ls-id-log-20160517164645.log.KFFd3R.gz,0,0,,103782,6h 24m 45s,,,
thr_exit_join,sulfur,ls-id-log-20160511063209.log.iDTrbo.gz,0,1,,,,52.73%,5d 11h 1m 33s,
thr_exit_join,tantalum,ls-id-log-20160511033919.log.3VEZsE.gz,0,1,,,,0.00%,3581y 28d 21h 19m 53s,
thr_exit_join,technetium,ls-id-log-20160510070958.log.xKkJco.gz,0,0,,328,2m 37s,,,
thr_exit_join,tellurium,ls-id-log-20160510020458.log.oXkuVx.gz,1,0,95280759,317,,,,landslide-trace-1462860310.19.html
thr_exit_join,terbium,ls-id-log-20160510044254.log.DHGg0r.gz,0,0,,108,1m 2s,,,
thr_exit_join,thulium,ls-id-log-20160509232252.log.sZUdLO.gz,0,0,,46,30s,,,
thr_exit_join,tin,ls-id-log-20160510043707.log.GYvILp.gz,0,0,,1726,9m 51s,,,
thr_exit_join,titanium,ls-id-log-20160510070953.log.IrrCfv.gz,0,0,,12430,2h 31m 8s,,,
thr_exit_join,tungsten,ls-id-log-20160510005843.log.wxNSSD.gz,0,0,,211,3m 16s,,,
thr_exit_join,vanadium,ls-id-log-20160511063023.log.CSW2C2.gz,0,1,,,,70.60%,17h 56m 22s,
thr_exit_join,xenon,ls-id-log-20160510202947.log.QqKz3T.gz,0,1,,,,66.79%,16h 11s,
thr_exit_join,ytterbium,ls-id-log-20160510020453.log.uZdeP2.gz,0,0,,26,22s,,,
thr_exit_join,yttrium,ls-id-log-20160511080607.log.XqygUZ.gz,0,0,,38939,3h 57m 24s,,,
thr_exit_join,zinc,ls-id-log-20160510071115.log.sIXl8d.gz,1,0,20483329,6,,,,landslide-trace-1462878686.22.html
thr_exit_join,zirconium,ls-id-log-20160509232211.log.m4Hyfn.gz,1,0,33432698,28,,,,landslide-trace-1462850543.74.html
wait-simple,afghanistan,ls-id-log-20151105020548.log.wesnzz.gz,1,0,29500265,13,,,,landslide-trace-1446707159.48.html
wait-simple,algeria,ls-id-log-20151105020701.log.6wjl78.gz,1,0,34065943,2,,,,landslide-trace-1446707236.4.html
wait-simple,angola,ls-id-log-20151105020653.log.cJcJOt.gz,1,0,35768179,2,,,,landslide-trace-1446707227.23.html
wait-simple,australia,ls-id-log-20151113004619.log.RUF33x.gz,1,0,347789870,13,,,,landslide-trace-1447393591.54.html
wait-simple,austria,ls-id-log-20151105020552.log.6GPGht.gz,0,0,,192,3m 0s,,,
wait-simple,benelux,ls-id-log-20160803023548.log.X9gTVV.gz,0,1,,,,16.07%,1d 9h 14m 17s,
wait-simple,bulgaria,ls-id-log-20151105020553.log.U2hzlE.gz,1,0,21533776,2,,,,landslide-trace-1446707164.71.html
wait-simple,burma,ls-id-log-20151105020640.log.87nJss.gz,0,0,,135,3m 57s,,,
wait-simple,cameroon,ls-id-log-20151105020548.log.w5BXfM.gz,1,0,26772705,7,,,,landslide-trace-1446707161.25.html
wait-simple,chile,ls-id-log-20151105020656.log.bu25ZZ.gz,0,1,,,,20.84%,2d 12h 35m 22s,
wait-simple,colombia,ls-id-log-20151105020700.log.NgOWTF.gz,0,0,,13104,1h 28m 23s,,,
wait-simple,costarica,ls-id-log-20151105020524.log.AYQo4g.gz,0,0,,19506,1h 11m 52s,,,
wait-simple,denmark,ls-id-log-20151105020651.log.DsBald.gz,0,0,,5856,2h 51m 8s,,,
wait-simple,eastgermany,ls-id-log-20151105020640.log.Ufbtxr.gz,0,0,,5325,1h 3m 59s,,,
wait-simple,ecuador,ls-id-log-20151105020537.log.CcBoUq.gz,1,0,24009673,2,,,,landslide-trace-1446707148.37.html
wait-simple,egypt,ls-id-log-20151105020653.log.OkDpCk.gz,1,0,21814279,2,,,,landslide-trace-1446707224.55.html
wait-simple,elsalvador,ls-id-log-20151105020556.log.RD3hYx.gz,1,0,1737846182,5089,,,,landslide-trace-1446707166.63.html
wait-simple,ethiopia,ls-id-log-20151105020556.log.Rf9jl3.gz,0,1,,,,0.00%,7019y 180d 11h 25m 57s,
wait-simple,france,ls-id-log-20151105020547.log.pR40xN.gz,0,0,,78432,5h 33m 45s,,,
wait-simple,greece,ls-id-log-20151105020655.log.hSTjjb.gz,1,0,37669001,2,,,,landslide-trace-1446707228.08.html
wait-simple,guatemala,ls-id-log-20151105020548.log.B8knq2.gz,0,1,,,,94.78%,5m 10s,
wait-simple,hungary,ls-id-log-20151105020654.log.pt79s8.gz,1,0,479592557,419,,,,landslide-trace-1446707230.79.html
wait-simple,india,ls-id-log-20151105020809.log.Trkav2.gz,0,0,,55770,9h 26m 7s,,,
wait-simple,iran,ls-id-log-20151105020546.log.g2QfrZ.gz,0,1,,,,0.02%,4y 259d 3h 12m 8s,
wait-simple,iraq,ls-id-log-20151105020545.log.PVa49M.gz,0,1,,,,50.44%,4h 11m 36s,
wait-simple,ivorycoast,ls-id-log-20151105020558.log.9hbdHZ.gz,1,0,6821662644,29594,,,,landslide-trace-1446707168.9.html
wait-simple,japan,ls-id-log-20151105020545.log.3LjcCc.gz,1,0,43181985,37,,,,landslide-trace-1446707156.66.html
wait-simple,jordan,ls-id-log-20151105020657.log.9sIm54.gz,0,1,,,,2.13%,128d 23h 52m 23s,
wait-simple,kenya,ls-id-log-20151105020541.log.SSJR7l.gz,1,0,30331904,19,,,,landslide-trace-1446707153.31.html
wait-simple,laoscambodia,ls-id-log-20151105020547.log.Td6yOb.gz,0,1,,,,0.22%,214d 3h 43m 9s,
wait-simple,lebanon,ls-id-log-20151105020700.log.7zYoh3.gz,1,0,28242555,3,,,,landslide-trace-1446707236.21.html
wait-simple,libya,ls-id-log-20151105020658.log.diE4Ob.gz,0,0,,1200,16m 24s,,,
wait-simple,malaysia,ls-id-log-20151105020553.log.G5MQcv.gz,0,1,,,,1.21%,89d 6h 4m 5s,
wait-simple,pakistan,ls-id-log-20151105020657.log.7bvNGW.gz,1,0,33776003,2,,,,landslide-trace-1446707232.14.html
wait-simple,panama,ls-id-log-20151105020659.log.9KPAjS.gz,1,0,25557532,3,,,,landslide-trace-1446707231.61.html
wait-simple,paraguay,ls-id-log-20151105020655.log.DO54VW.gz,1,0,24348848,2,,,,landslide-trace-1446707228.61.html
wait-simple,peru,ls-id-log-20151105020543.log.WGA8Hc.gz,0,0,,3,12s,,,
wait-simple,poland,ls-id-log-20151105020658.log.YzKjfP.gz,1,0,42644469,2,,,,landslide-trace-1446707235.87.html
wait-simple,romania,ls-id-log-20151105020545.log.okpEnb.gz,0,1,,,,0.00%,INF,
wait-simple,saudiarabia,ls-id-log-20151105020537.log.lKctcz.gz,1,0,84236765,115,,,,landslide-trace-1446707148.39.html
wait-simple,southkorea,ls-id-log-20160803023552.log.eYTWli.gz,0,1,,,,7.44%,6d 19h 40m 35s,
wait-simple,sudan,ls-id-log-20151105020655.log.VvxATB.gz,0,0,,20398,3h 29m 54s,,,
wait-simple,sweden,ls-id-log-20151105020651.log.AA5dJ5.gz,0,1,,,,53.77%,3d 14h 27m 2s,
wait-simple,syria,ls-id-log-20151105020546.log.pRYmXL.gz,0,0,,936,21m 37s,,,
wait-simple,thailand,ls-id-log-20151105020527.log.SZrpG0.gz,0,1,,,,18.55%,2d 5h 1m 13s,
wait-simple,tunisia,ls-id-log-20151105020555.log.a81VZD.gz,0,1,,,,0.85%,46d 19h 35s,
wait-simple,turkey,ls-id-log-20151105020807.log.U27f2M.gz,1,0,40275053,4,,,,landslide-trace-1446707301.82.html
wait-simple,venezuela,ls-id-log-20151105020810.log.fABZ8A.gz,1,0,26231947,2,,,,landslide-trace-1446707302.78.html
wait-simple,vietnam,ls-id-log-20151105020656.log.v4ltf0.gz,1,0,35263037,2,,,,landslide-trace-1446707228.34.html
wait-simple,yugoslavia,ls-id-log-20151105020540.log.PlPYW3.gz,0,1,,,,0.00%,INF,
wait-simple,zaire,ls-id-log-20151105020553.log.YysPzh.gz,0,0,,2,11s,,,
wait-simple,zimbabwe,ls-id-log-20151105020546.log.gZ6rqF.gz,0,0,,18792,4h 7m 44s,,,
